,client_id,district_id,birth_year,birth_day,birth_month,gender,age,disp_id,account_id,type_x,card_id,type_y,date_issue_card,days_issue_card,district_id_acc,freq_description,date_creation_acc,year_acc,month_acc,day_acc,days_creation_acc,loan_id,amount_loan,duration_loan,payments_loan,status_loan,status_description,date_loan,district_name,region,nbr_inhabitants,nbr_muni<499_inh,nbr_muni_500-1999_inh,nbr_muni_2000-9999_inh,nbr_muni>10000_inh,nbr_cities,ratio_urban_inh,average_salary,unemploymant_rate_95,unemploymant_rate_96,nbr_entp_1000_inh,nbr_crimes_95,nbr_crimes_96,trans_amt_total,trans_amt_min,trans_amt_max,trans_number,date_trans_old,days_oldtrans,date_trans_late,days_latetrans,date_balance,latest_balance,avg_balance,household_amount,insurance_amount,leasing_amount,loan_amount,nochar_amount,nbr_orders,order_total_amount
2136,2256,70,1974,5,6,M,25,2256,1860,OWNER,,,,,70,monthly,1997-01-02,1997,1,2,729,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,139985.40000000008,9.3,5280.0,105,1997-01-02,729,1998-12-31,1,1998-12-31,22610.8,17126.45333333334,2170.0,,,,,1.0,2170.0
2137,2257,62,1979,31,8,F,20,2257,1861,OWNER,,,,,54,monthly,1993-07-02,1993,7,2,2009,,,,,,,,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,2164170.4000000022,14.6,34080.0,425,1993-07-02,2009,1998-12-31,1,1998-12-31,97823.8,57694.43976470576,1574.0,,,,1519.0,2.0,3093.0
2138,2258,62,1979,3,11,M,20,2258,1861,DISPONENT,,,,,54,monthly,1993-07-02,1993,7,2,2009,,,,,,,,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,2164170.4000000022,14.6,34080.0,425,1993-07-02,2009,1998-12-31,1,1998-12-31,97823.8,57694.43976470576,1574.0,,,,1519.0,2.0,3093.0
2139,2259,19,1950,2,1,F,49,2259,1862,OWNER,353.0,classic,1997-06-11,569.0,19,instantly,1995-04-15,1995,4,15,1357,5329.0,396120.0,60.0,6602.0,C,running/ok,1996-10-16,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,3798555.1000000034,30.0,59415.0,275,1995-04-15,1357,1998-12-31,1,1998-12-31,120872.0,59719.83818181822,,,,6601.7,,1.0,6601.7
2140,2260,62,1962,22,4,F,37,2260,1863,OWNER,,,,,62,monthly,1997-04-01,1997,4,1,640,,,,,,,,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,378763.2999999999,14.6,15040.0,143,1997-04-01,640,1998-12-31,1,1998-12-31,59683.5,36500.41678321679,3371.0,201.0,,,1096.0,3.0,4668.0
2141,2261,62,1956,13,11,M,43,2261,1863,DISPONENT,,,,,62,monthly,1997-04-01,1997,4,1,640,,,,,,,,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,378763.2999999999,14.6,15040.0,143,1997-04-01,640,1998-12-31,1,1998-12-31,59683.5,36500.41678321679,3371.0,201.0,,,1096.0,3.0,4668.0
2142,2263,1,1934,17,8,M,65,2263,1865,OWNER,,,,,1,monthly,1994-05-04,1994,5,4,1703,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,693302.9999999991,14.6,10900.0,313,1994-05-04,1703,1998-12-31,1,1998-12-31,42819.5,28902.440894568692,1915.0,,,,,1.0,1915.0
2143,2264,4,1943,8,5,M,56,2264,1866,OWNER,,,,,4,monthly,1997-11-17,1997,11,17,410,,,,,,,,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,377883.79999999993,14.6,21208.0,73,1997-11-17,410,1998-12-31,1,1998-12-31,59117.3,34857.97945205478,5051.0,,,1896.0,,2.0,6947.0
2144,2265,52,1977,18,9,M,22,2265,1867,OWNER,354.0,gold,1998-06-30,185.0,52,monthly,1995-11-15,1995,11,15,1143,,,,,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1952018.2000000011,14.6,37395.0,178,1995-11-15,1143,1998-12-31,1,1998-12-31,91733.0,61376.575842696584,,,,,,,
2145,2266,16,1939,23,1,M,60,2266,1868,OWNER,,,,,16,instantly,1997-11-29,1997,11,29,398,,,,,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,128794.09999999998,10.4,28857.0,24,1997-11-29,398,1998-11-24,38,1998-11-24,57009.0,30737.750000000015,12111.0,,,,,1.0,12111.0
2146,2267,1,1966,10,4,F,33,2267,1869,OWNER,355.0,classic,1997-08-28,491.0,1,monthly,1996-06-14,1996,6,14,931,5332.0,37944.0,36.0,1054.0,C,running/ok,1998-01-29,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1528085.4000000004,14.6,36996.0,169,1996-06-14,931,1998-12-31,1,1998-12-31,100074.6,67825.28934911237,,,,1054.0,,1.0,1054.0
2147,2268,10,1938,26,12,M,61,2268,1870,OWNER,356.0,classic,1997-09-13,475.0,10,monthly,1994-06-25,1994,6,25,1651,,,,,,,,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,2479046.200000002,14.6,32150.0,237,1994-06-25,1651,1998-12-31,1,1998-12-31,78637.8,50492.61983122364,,,,,,,
2148,2269,48,1963,10,11,F,36,2269,1871,OWNER,,,,,48,monthly,1994-05-10,1994,5,10,1697,,,,,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,2802327.500000003,14.6,34552.0,286,1994-05-10,1697,1998-12-31,1,1998-12-31,75910.8,40264.83706293702,,,,,,,
2149,2270,61,1960,21,4,F,39,2270,1872,OWNER,,,,,61,monthly,1997-09-17,1997,9,17,471,,,,,,,,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,397449.8,14.6,19171.5,85,1997-09-17,471,1998-12-31,1,1998-12-31,66820.9,40475.28470588237,5886.0,,,,137.0,2.0,6023.0
2150,2271,61,1964,7,11,M,35,2271,1872,DISPONENT,,,,,61,monthly,1997-09-17,1997,9,17,471,,,,,,,,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,397449.8,14.6,19171.5,85,1997-09-17,471,1998-12-31,1,1998-12-31,66820.9,40475.28470588237,5886.0,,,,137.0,2.0,6023.0
2151,2274,9,1964,14,10,M,35,2274,1874,OWNER,,,,,9,monthly,1993-03-27,1993,3,27,2106,,,,,,,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,421665.89999999973,2.2,3151.0,346,1993-03-27,2106,1998-12-31,1,1998-12-31,36800.8,27463.269364161853,2100.0,,,,,1.0,2100.0
2152,2275,9,1965,24,7,F,34,2275,1874,DISPONENT,,,,,9,monthly,1993-03-27,1993,3,27,2106,,,,,,,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,421665.89999999973,2.2,3151.0,346,1993-03-27,2106,1998-12-31,1,1998-12-31,36800.8,27463.269364161853,2100.0,,,,,1.0,2100.0
2153,2276,44,1932,27,4,F,67,2276,1875,OWNER,,,,,44,monthly,1993-08-21,1993,8,21,1959,,,,,,,,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,581450.5999999994,14.6,4641.0,298,1993-08-21,1959,1998-12-31,1,1998-12-31,25839.1,17454.10637583895,3094.0,,,,,1.0,3094.0
2154,2277,1,1979,25,3,M,20,2277,1876,OWNER,357.0,junior,1998-09-29,94.0,1,monthly,1997-09-20,1997,9,20,468,5334.0,209040.0,24.0,8710.0,C,running/ok,1998-09-10,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,590493.1999999998,14.6,45440.0,92,1997-09-20,468,1998-12-31,1,1998-12-31,74276.7,45958.45760869565,2329.0,,,8710.0,723.0,3.0,11762.0
2155,2278,76,1921,1,7,M,78,2278,1877,OWNER,,,,,76,monthly,1993-12-13,1993,12,13,1845,,,,,,,,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,747053.7999999991,14.6,11200.0,388,1993-12-13,1845,1998-12-31,1,1998-12-31,52309.4,33461.32860824741,1827.0,,,,,2.0,1827.0
2156,2279,52,1953,6,11,M,46,2279,1878,OWNER,,,,,52,instantly,1994-09-13,1994,9,13,1571,,,,,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,2256653.6,1.8,49725.0,243,1994-09-13,1571,1998-12-31,1,1998-12-31,106610.7,30995.71234567902,,,,,,,
2157,2280,10,1974,24,4,F,25,2280,1879,OWNER,,,,,10,monthly,1994-05-13,1994,5,13,1694,,,,,,,,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,332114.3999999999,9.8,5300.0,319,1994-05-13,1694,1998-12-31,1,1998-12-31,18340.6,14131.491222570521,907.0,,,,1119.0,2.0,2026.0
2158,2281,76,1978,6,6,F,21,2281,1880,OWNER,,,,,76,monthly,1994-02-25,1994,2,25,1771,,,,,,,,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,763947.099999999,10.2,49319.0,360,1994-02-25,1771,1998-12-31,1,1998-12-31,91957.9,32392.42083333331,,,,,,,
2159,2282,60,1973,11,3,M,26,2282,1881,OWNER,,,,,60,monthly,1997-08-17,1997,8,17,502,,,,,,,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,286253.1000000001,14.6,12795.0,88,1997-08-17,502,1998-12-31,1,1998-12-31,39287.5,17536.492045454546,2046.0,,,,3640.0,2.0,5686.0
2160,2283,1,1961,9,8,M,38,2283,1882,OWNER,,,,,1,monthly,1993-12-21,1993,12,21,1837,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,792840.0999999993,14.6,11400.0,404,1993-12-21,1837,1998-12-31,1,1998-12-31,34014.2,17097.988861386133,1907.0,60.0,,,1936.0,3.0,3903.0
2161,2286,54,1966,26,11,F,33,2286,1884,OWNER,,,,,54,monthly,1996-12-24,1996,12,24,738,,,,,,,,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,500252.3999999998,14.6,16900.0,100,1996-12-24,738,1998-12-31,1,1998-12-31,43389.7,25557.190000000013,,,,,,,
2162,2287,47,1979,21,10,M,20,2287,1885,OWNER,358.0,junior,1998-05-23,223.0,47,monthly,1996-08-13,1996,8,13,871,,,,,,,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,494793.3999999998,6.5,48934.0,174,1996-08-13,871,1998-12-31,1,1998-12-31,69732.1,31553.602298850554,,,,,,,
2163,2288,32,1957,23,8,F,42,2288,1886,OWNER,,,,,32,monthly,1996-03-05,1996,3,5,1032,5337.0,162468.0,36.0,4513.0,C,running/ok,1996-07-31,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,1966167.5999999996,14.6,40614.0,209,1996-03-05,1032,1998-12-31,1,1998-12-31,83862.8,30650.17511961724,4198.0,,,4512.7,,2.0,8710.7
2164,2289,32,1954,21,8,M,45,2289,1886,DISPONENT,,,,,32,monthly,1996-03-05,1996,3,5,1032,5337.0,162468.0,36.0,4513.0,C,running/ok,1996-07-31,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,1966167.5999999996,14.6,40614.0,209,1996-03-05,1032,1998-12-31,1,1998-12-31,83862.8,30650.17511961724,4198.0,,,4512.7,,2.0,8710.7
2165,2290,31,1954,30,5,F,45,2290,1887,OWNER,,,,,68,monthly,1993-05-09,1993,5,9,2063,,,,,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,1301054.6,14.6,12618.0,377,1993-05-09,2063,1998-12-31,1,1998-12-31,46922.6,29490.96259946953,5608.0,,,,,1.0,5608.0
2166,2291,6,1957,19,9,M,42,2291,1888,OWNER,,,,,6,monthly,1996-10-21,1996,10,21,802,5338.0,57360.0,12.0,4780.0,B,finished/not payed,1997-08-30,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,1674910.2000000007,2.3,43260.0,249,1996-10-21,802,1998-12-31,1,1998-12-31,78725.3,27610.504016064253,510.0,3269.0,,4780.0,3473.0,4.0,12032.0
2167,2292,59,1921,10,11,M,78,2292,1889,OWNER,,,,,59,monthly,1995-02-06,1995,2,6,1425,,,,,,,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,507704.49999999965,14.6,9450.0,225,1995-02-06,1425,1998-12-31,1,1998-12-31,45255.0,30079.052000000014,3298.0,,,,,1.0,3298.0
2168,2293,1,1969,22,11,M,30,2293,1890,OWNER,,,,,1,instantly,1997-07-20,1997,7,20,530,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1247407.9,0.1,50583.0,89,1997-07-20,530,1998-12-31,1,1998-12-31,100461.2,29418.015730337112,,,,,,,
2169,2294,32,1952,27,12,F,47,2294,1891,OWNER,,,,,32,monthly,1993-04-10,1993,4,10,2092,,,,,,,,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,662092.4999999995,14.6,11900.0,532,1993-04-10,2092,1998-12-31,1,1998-12-31,91603.8,48681.01278195482,2039.0,293.0,,,172.0,3.0,2504.0
2170,2295,22,1939,28,2,F,60,2295,1892,OWNER,,,,,28,monthly,1993-07-13,1993,7,13,1998,,,,,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,588629.9999999994,14.6,8500.0,315,1993-07-13,1998,1998-12-31,1,1998-12-31,31010.4,19741.175555555546,2398.0,,,,,1.0,2398.0
2171,2296,22,1942,13,6,M,57,2296,1892,DISPONENT,,,,,28,monthly,1993-07-13,1993,7,13,1998,,,,,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,588629.9999999994,14.6,8500.0,315,1993-07-13,1998,1998-12-31,1,1998-12-31,31010.4,19741.175555555546,2398.0,,,,,1.0,2398.0
2172,2297,48,1965,18,1,M,34,2297,1893,OWNER,,,,,48,monthly,1996-07-20,1996,7,20,895,,,,,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,2605714.600000001,14.6,60500.0,185,1996-07-20,895,1998-12-31,1,1998-12-31,147448.6,59844.31783783783,6289.0,,,,,1.0,6289.0
2173,2298,48,1969,15,5,F,30,2298,1893,DISPONENT,,,,,48,monthly,1996-07-20,1996,7,20,895,,,,,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,2605714.600000001,14.6,60500.0,185,1996-07-20,895,1998-12-31,1,1998-12-31,147448.6,59844.31783783783,6289.0,,,,,1.0,6289.0
2174,2299,6,1940,20,2,F,59,2299,1894,OWNER,359.0,classic,1997-10-29,429.0,6,monthly,1996-08-29,1996,8,29,855,,,,,,,,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,1417660.8000000005,10.5,35859.0,134,1996-08-29,855,1998-12-31,1,1998-12-31,89165.0,53891.7283582089,,,,,,,
2175,2300,35,1961,7,7,F,38,2300,1895,OWNER,,,,,35,monthly,1996-07-12,1996,7,12,903,,,,,,,,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,1125135.4999999995,14.6,26872.0,159,1996-07-12,903,1998-12-31,1,1998-12-31,63939.1,32732.833962264114,5810.0,,1791.5,,,2.0,7601.5
2176,2301,35,1960,19,12,M,39,2301,1895,DISPONENT,,,,,35,monthly,1996-07-12,1996,7,12,903,,,,,,,,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,1125135.4999999995,14.6,26872.0,159,1996-07-12,903,1998-12-31,1,1998-12-31,63939.1,32732.833962264114,5810.0,,1791.5,,,2.0,7601.5
2177,2302,74,1957,26,1,M,42,2302,1896,OWNER,,,,,74,monthly,1993-10-05,1993,10,5,1914,,,,,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,3984612.800000003,14.6,59300.0,371,1993-10-05,1914,1998-12-31,1,1998-12-31,144478.3,47880.8916442049,9463.0,,1791.5,,,2.0,11254.5
2178,2303,61,1939,1,4,F,60,2303,1897,OWNER,,,,,61,weekly,1996-03-05,1996,3,5,1032,,,,,,,,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,3522651.0999999996,42.8,63300.0,278,1996-03-05,1032,1998-12-31,1,1998-12-31,171345.4,56811.324100719445,8458.0,129.0,1791.5,,2237.0,4.0,12615.5
2179,2304,61,1939,11,2,M,60,2304,1897,DISPONENT,,,,,61,weekly,1996-03-05,1996,3,5,1032,,,,,,,,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,3522651.0999999996,42.8,63300.0,278,1996-03-05,1032,1998-12-31,1,1998-12-31,171345.4,56811.324100719445,8458.0,129.0,1791.5,,2237.0,4.0,12615.5
2180,2305,70,1949,10,6,F,50,2305,1898,OWNER,,,,,70,monthly,1993-04-01,1993,4,1,2101,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1560257.1000000013,14.6,20101.0,304,1993-04-01,2101,1998-12-31,1,1998-12-31,50545.4,28020.509210526307,,,,,,,
2181,2306,70,1943,21,8,M,56,2306,1898,DISPONENT,,,,,70,monthly,1993-04-01,1993,4,1,2101,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1560257.1000000013,14.6,20101.0,304,1993-04-01,2101,1998-12-31,1,1998-12-31,50545.4,28020.509210526307,,,,,,,
2182,2307,26,1923,6,9,M,76,2307,1899,OWNER,,,,,26,monthly,1996-11-05,1996,11,5,787,,,,,,,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,226862.80000000008,14.6,4622.0,115,1996-11-05,787,1998-12-31,1,1998-12-31,27895.1,18855.489565217405,3081.0,,,,,1.0,3081.0
2183,2308,27,1974,31,10,F,25,2308,1900,OWNER,360.0,classic,1998-02-24,311.0,27,monthly,1996-07-27,1996,7,27,888,,,,,,,,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,1497813.9000000006,14.6,36498.0,163,1996-07-27,888,1998-12-31,1,1998-12-31,85653.2,53718.42822085888,7114.0,,,,,1.0,7114.0
2184,2309,15,1976,13,5,F,23,2309,1901,OWNER,,,,,15,monthly,1995-12-01,1995,12,1,1127,,,,,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,1453766.2000000007,14.6,27086.0,206,1995-12-01,1127,1998-12-31,1,1998-12-31,62730.1,30050.45970873786,6355.0,,,,,1.0,6355.0
2185,2310,40,1939,23,7,M,60,2310,1902,OWNER,,,,,50,instantly,1993-07-17,1993,7,17,1994,,,,,,,,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,1568150.4999999995,30.0,39300.0,292,1993-07-17,1994,1998-12-31,1,1998-12-31,66516.2,31884.332876712313,,,,,,,
2186,2311,40,1935,1,10,F,64,2311,1902,DISPONENT,,,,,50,instantly,1993-07-17,1993,7,17,1994,,,,,,,,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,1568150.4999999995,30.0,39300.0,292,1993-07-17,1994,1998-12-31,1,1998-12-31,66516.2,31884.332876712313,,,,,,,
2187,2312,11,1975,15,2,F,24,2312,1903,OWNER,361.0,classic,1998-09-23,100.0,11,monthly,1996-07-05,1996,7,5,910,,,,,,,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,268065.9000000001,14.6,10900.0,193,1996-07-05,910,1998-12-31,1,1998-12-31,62798.6,38412.659067357476,1878.0,,,,260.0,2.0,2138.0
2188,2313,70,1980,29,10,M,19,2313,1904,OWNER,,,,,70,monthly,1996-05-18,1996,5,18,958,,,,,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,602971.7999999997,14.6,13600.0,208,1996-05-18,958,1998-12-31,1,1998-12-31,44396.3,29864.92355769231,2991.0,2257.0,1116.0,,587.0,4.0,6951.0
2189,2314,34,1959,16,12,F,40,2314,1905,OWNER,,,,,34,monthly,1996-05-25,1996,5,25,951,,,,,,,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,1020850.9999999994,14.6,22681.5,224,1996-05-25,951,1998-12-31,1,1998-12-31,59419.4,30558.193303571425,3506.0,72.0,,,3225.0,3.0,6803.0
2190,2315,34,1963,8,10,M,36,2315,1905,DISPONENT,,,,,34,monthly,1996-05-25,1996,5,25,951,,,,,,,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,1020850.9999999994,14.6,22681.5,224,1996-05-25,951,1998-12-31,1,1998-12-31,59419.4,30558.193303571425,3506.0,72.0,,,3225.0,3.0,6803.0
2191,2316,1,1970,25,3,M,29,2316,1906,OWNER,,,,,1,monthly,1996-08-01,1996,8,1,883,5343.0,44952.0,24.0,1873.0,C,running/ok,1997-10-08,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1763953.100000002,14.6,53400.0,216,1996-08-01,883,1998-12-31,1,1998-12-31,127317.0,49927.897222222215,7355.0,,,1872.8,158.0,3.0,9385.8
2192,2317,1,1976,22,2,M,23,2317,1907,OWNER,,,,,1,monthly,1997-03-25,1997,3,25,647,,,,,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,789203.4999999999,14.6,27397.5,130,1997-03-25,647,1998-12-31,1,1998-12-31,70443.8,46032.31692307693,8181.0,,,,594.0,2.0,8775.0
2193,2318,20,1923,19,9,F,76,2318,1908,OWNER,,,,,20,monthly,1994-09-13,1994,9,13,1571,,,,,,,,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,655411.1999999997,14.6,11500.0,267,1994-09-13,1571,1998-12-31,1,1998-12-31,33343.8,22644.80936329588,3594.0,,,,,1.0,3594.0
2194,2319,40,1970,16,5,F,29,2319,1909,OWNER,,,,,14,monthly,1993-01-12,1993,1,12,2180,,,,,,,,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,449733.5999999994,14.6,4950.0,486,1993-01-12,2180,1998-12-31,1,1998-12-31,26403.0,18674.53559670782,43.0,928.0,,,1156.0,3.0,2127.0
2195,2320,60,1951,23,5,M,48,2320,1910,OWNER,362.0,gold,1998-06-21,194.0,60,monthly,1996-09-06,1996,9,6,847,,,,,,,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,1133615.5999999999,14.6,41760.0,173,1996-09-06,847,1998-12-31,1,1998-12-31,107910.2,73785.01849710978,851.0,,,,2336.0,2.0,3187.0
2196,2321,68,1968,12,1,F,31,2321,1911,OWNER,,,,,68,monthly,1994-08-21,1994,8,21,1594,,,,,,,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,1843793.1000000017,1.4,39040.0,259,1994-08-21,1594,1998-12-31,1,1998-12-31,64916.9,33857.996138996146,,,,,,,
2197,2322,15,1928,11,6,M,71,2322,1912,OWNER,,,,,64,monthly,1993-08-15,1993,8,15,1965,,,,,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,783474.299999999,14.6,9300.0,325,1993-08-15,1965,1998-12-31,1,1998-12-31,45605.7,24431.88215384618,3232.0,,,,,1.0,3232.0
2198,2323,48,1942,29,6,F,57,2323,1913,OWNER,,,,,48,monthly,1996-06-06,1996,6,6,939,,,,,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,294860.10000000003,12.9,8400.0,161,1996-06-06,939,1998-12-31,1,1998-12-31,69498.8,45324.523602484485,2613.0,,,,,1.0,2613.0
2199,2324,27,1978,16,7,M,21,2324,1914,OWNER,363.0,junior,1996-12-11,751.0,27,monthly,1995-01-24,1995,1,24,1438,,,,,,,,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,762224.6999999995,13.0,28320.0,313,1995-01-24,1438,1998-12-31,1,1998-12-31,80552.9,42254.642172523934,1289.0,,,,2046.0,2.0,3335.0
2200,2325,2,1955,3,2,F,44,2325,1915,OWNER,,,,,2,monthly,1997-04-14,1997,4,14,627,,,,,,,,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,421755.1999999999,14.6,13936.5,112,1997-04-14,627,1998-12-31,1,1998-12-31,34136.6,17967.652678571416,4052.0,,,,2142.0,2.0,6194.0
2201,2326,72,1945,14,12,F,54,2326,1916,OWNER,,,,,72,monthly,1996-02-16,1996,2,16,1050,,,,,,,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,517744.7999999997,14.6,11700.0,177,1996-02-16,1050,1998-12-31,1,1998-12-31,65145.8,31559.679096045205,4269.0,,,,,1.0,4269.0
2202,2327,73,1919,27,10,M,80,2327,1917,OWNER,,,,,73,monthly,1995-12-13,1995,12,13,1115,,,,,,,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,302808.0,14.6,4415.0,160,1995-12-13,1115,1998-12-31,1,1998-12-31,26463.6,17214.695000000007,2943.0,,,,,1.0,2943.0
2203,2328,24,1968,2,10,M,31,2328,1918,OWNER,,,,,24,monthly,1994-04-10,1994,4,10,1727,,,,,,,,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,827966.8999999993,14.6,10400.0,296,1994-04-10,1727,1998-12-31,1,1998-12-31,37580.0,19553.516554054055,4231.0,,,,,1.0,4231.0
2204,2329,18,1973,2,1,M,26,2329,1919,OWNER,364.0,classic,1996-02-29,1037.0,18,monthly,1994-12-04,1994,12,4,1489,,,,,,,,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,2655956.9000000022,14.6,60800.0,333,1994-12-04,1489,1998-12-31,1,1998-12-31,133744.7,78237.63633633628,4545.0,,,,342.0,2.0,4887.0
